Client Name,Client ABN,Date Published,Parent Organisation,Org ABN,is_energy
National Outside School Hours Service Alliance (NOSHSA),22 156 644 878,21/12/2023,GRACosway Pty Ltd,50082123822,0
National Pharmaceutical Services Association Limited.,44 087 033 216,03/07/2023,Insight Strategy,47609028015,0
National Pork Producers Council,,24/02/2014,Barton Deakin Pty Ltd,65140067287,0
National Pork Producers Council,,06/07/2016,Hawker Britton Group Pty Ltd,79109681405,0
National Railways,85 624 329 960,01/11/2023,The Influence Corporation Pty. Ltd.,79 671 703 156,0
National Retail Association,44 009 664 073,22/07/2022,SAS Consulting Group Pty Ltd,33136520548,0
National Security Association of Australia,74 453 122 803,16/05/2024,BB Win Win Outcomes,91671079056,0
National Strategies LLC,,11/12/2024,CMAX Advisory PTY LTD as a Trustee for CMAX Trading Trust,62155922079,0
National Trunk Rail,46 168 063 643,03/03/2025,JNKM Group,52 184 625 335,0
National Trust of Australia (Queensland) Limited,85 836 591 486,19/06/2023,Horizon GR Pty Ltd,72 652 169 170,0
National Waste and Recycling Industry Council,22617891899,13/05/2025,Harford Consulting Pty Ltd,24666808117,0
Natural Resource Management Australia Limited,53032039445,08/07/2025,GRA Partners Pty Ltd,56131702755,0
Natures Coin,,08/07/2018,Media and Public Affairs Australia,49622979177,0
Naturopaths and Herbalists Association of Australia,25000009932,12/02/2025,Unravelling Red Tape Pty Ltd,69626524178,0
Navantia Australia Pty Ltd,90 155 020 303,08/02/2022,The Trustee for Upper Limit Trust,45833435179,0
NAVANTIA AUSTRALIA PTY LTD,90 155 020 303,15/02/2022,CMAX Advisory PTY LTD as a Trustee for CMAX Trading Trust,62155922079,0
NBN Co Limited,86136533741,09/10/2023,Spectrum Solutions Australia,47665184154,0
NeedleCalm,52 613 505 712,20/09/2023,Provocate Pty Ltd,42 622 384 525,0
NEON HEALTHCARE PTY LIMITED,57 670 586 526,10/07/2025,Kirchmann Management Consultants Pty Ltd,34837287161,0
Nestle Australia,,03/07/2013,Wilkinson Butler Pty Ltd,95164204111,0
Nestlé Australia Ltd,77 000 011 316,14/07/2022,Kirchmann Management Consultants Pty Ltd,34837287161,0
NetApp,14 092 499 431,08/07/2024,Nexus APAC Pty Ltd,76615655699,0
NetApp Pty Ltd (“NetApp”),14 092 499 431,15/07/2024,Precision Public Affairs Pty Ltd,42639299415,0
Netball WA,36 657 982 648,12/07/2024,CGM Communications Pty Ltd,66619642858,0
Netflix Australia Pty Ltd,81601296771,23/09/2020,Policy Australia,27 143 938 523,0
Netflix Inc,,10/07/2023,Policy Australia,27 143 938 523,0
Netscout,,18/07/2022,Hawker Britton Group Pty Ltd,79109681405,0
Neuraxpharm Pharmaceuticals SL,,03/02/2025,Kirchmann Management Consultants Pty Ltd,34837287161,0
Neurizer  Limited,31107531822,03/02/2023,Iain Evans as Trustee for the Iain Evans Consulting Trust,69284760614,0
Neuroblastoma Australia,74 173 375 414,09/05/2024,CT GROUP (AUSTRALIA) PTY LTD,58101934454,0
Neuron Mobility,61 632 570 355,28/08/2020,Public Affairs and Campaigns Australia Pty Ltd,62632061226,0
Neville-Smith Forest Products,65152285786,05/05/2011,Paramul Pty Ltd,37140000602,0
New Age Media Group,,25/01/2024,The Trustee for CHIKAROVSKI FAMILY TRUST,92715851492,0
New Beginnings Foundation Ltd,49672814363,30/05/2025,Jones Strategic Advisory,67645239829,0
New Hope Corporation Ltd,38 010 653 844,15/01/2025,Govstrat Pty Ltd,64964952044,0
NEW SOUTH WALES BASKETBALL ASSOCIATION LTD,98 003 359 680,14/01/2025,Akin Agency,26 624 988 263,0
New Zealand Carbon Farming,,23/10/2018,Diplomacy Pty Limited,17148998645,0
NewDirection Bellmere Pty Ltd,24152202027,02/11/2023,H/Advisors APA Pty Ltd,60074901545,0
Newmont Corporation,,01/05/2023,Dragoman Pty Ltd,76619209915,0
"NewsGuard Technologies, Inc",,10/06/2025,StratQ Pty Ltd,36 682 521 339,0
NewsXpress Pty Ltd,99 098 073 833,17/12/2024,Sapphire Executive Business Services,17 661 600 504,0
Newton Consulting International,68 678 397 870,31/05/2024,Bondi Partners Advocacy Pty Ltd,68 661 609 329,0
Newton Europe,,01/11/2023,Horizon GR Pty Ltd,72 652 169 170,0
NEXRUPTA HOLDINGS PTY LTD,,28/01/2025,BDAAS Consulting Pty Ltd,62164001969,0
Next Cycle Pty Ltd,81677681499,12/02/2025,Telamon Consulting Pty Ltd,54609703219,0
NextDC Limited,35143582521,08/01/2024,Premier State Consulting Pty Ltd,26149964189,0
NextDC Limited,35143582521,08/01/2024,PremierNational Pty Ltd,71619450841,0
NEXTDC Limited,35143582521,14/02/2025,Tim Marshall Advisory,36973273421,0
NextEd,75105012066,08/11/2024,Milner Strategic Services,24957388494,0
NextSense,53 443 272 865,02/05/2023,Iconinc Holdings Pty Ltd,12 103 086 451,0
NH3 Clean Energy Pty Ltd,27 099 098 192,15/05/2025,Bowie Beef,55358759500,1
nib,83 000 124 381,30/06/2025,Principle Advisory Pty Ltd,29657059848,0
NIB Health Funds Ltd,83 000 124 381,26/06/2024,TG Public Affairs Pty Ltd,23630677673,0
NILLUMBIK COMMUNITY HEALTH SERVICE LTD,32 180 310 839,09/12/2024,Banksia Strategic Partners Pty Ltd,50660359866,0
Nioa Pty Ltd,98660218235,13/05/2025,CMAX Advisory PTY LTD as a Trustee for CMAX Trading Trust,62155922079,0
NISI DOMINUS FRUSTRA PTY LIMITED,64 644 069 134,10/11/2020,Operational Legal Australia Pty Ltd,79632066669,0
NISSAN MOTOR CO. (AUSTRALIA) PTY. LTD.,54004663156,04/02/2025,Edelman Australia Pty Ltd,40004846100,0
Norbit US Ltd,,24/02/2015,Seismic Asia Pacific Pty Ltd,31083755104,0
Northern Inland Credit Union Limited,36 087 650 422,14/04/2025,Sapphire Executive Business Services,17 661 600 504,0
Northern Minerals Ltd,61 119 966 353,04/04/2025,BenschCo Pty Ltd,65093399618,0
Northern Minerals Ltd,61 119 966 353,01/11/2023,EJF Advisory Pty Ltd,91 659 678 047,0
Northern Territory Environment Centre,,13/02/2024,Jannette Cotterell,51364113263,0
Northrop Grumman Australia Pty Ltd,,22/11/2023,TG Public Affairs Pty Ltd,23630677673,0
NORTON GOLD FIELDS PTY LTD,23112287797,02/05/2025,EJF Advisory Pty Ltd,91 659 678 047,0
Noumed Pharmaceuticals Pty Ltd,90 643 806 811,15/01/2025,PYNE AND PARTNERS PTY LTD,81634747363,0
Novabridge Pty Ltd,48626971668,10/07/2025,Making The World A Better Place Pty Ltd,13075789196,0
Novalith Technologies Pty Ltd,80 643 785 344,08/07/2024,South Break Media,22 653 785 365,0
NOVARTIS PHARMACEUTICALS AUSTRALIA PTY LIMITED,18 004 244 160,09/02/2021,OGILVY HEALTH PTY LTD,62 114 807 877,0
Novartis Pharmaceuticals Australia Pty Ltd,18 004 244 160,02/08/2024,Nexus APAC Pty Ltd,76615655699,0
Novo Nordisk Pharmaceuticals Pty Ltd,40002879996,14/07/2021,Astute Advocacy Pty Ltd,12679441644,0
NOVO NORDISK PHARMACEUTICALS PTY. LIMITED,40 002 879 996,18/08/2023,Shawview Consulting Australia Pty Ltd,90 637 759 874,0
Nowshire P/L,25213593788,11/07/2023,Milner Strategic Services,24957388494,0
NOX Energy Pty Ltd,75 669 502 390,16/06/2025,DPG Advisory Solutions,14634403115,1
NRN OPERATIONS PTY LTD,16655636561,02/10/2024,EJF Advisory Pty Ltd,91 659 678 047,0
NUFARM AUSTRALIA LIMITED,80 004 377 780,13/09/2022,CMAX Advisory PTY LTD as a Trustee for CMAX Trading Trust,62155922079,0
Number 8 Bio Pty Ltd,80 654 122 915,10/06/2025,Nicholas Harry Chilton,33913200853,0
Nutrafruit,25 138 385 154,02/07/2025,"Thomas, James Aaron",34556343030,0
Nutricia Australia,99 076 246 752,04/03/2024,Artem Health Pty Ltd,87638317870,0
Nutrien Ag Solutions,73008743217,10/02/2020,Scott Mitchell and Partners Pty Ltd,80617178453,0
Nyrstar,49 124 818 113,12/08/2024,Antinomies Trust,35441514971,0
Nyrstar,46 124 535 468,25/05/2023,Principle Advisory Pty Ltd,29657059848,0
O’Brien Glass Industries Ltd,74 000 022 275,03/09/2024,TG Public Affairs Pty Ltd,23630677673,0
Oasis Building Group Pty Ltd,93636574340,17/07/2025,Markstone Group Pty Ltd,61106988970,0
Obesity Australia,,08/07/2018,Media and Public Affairs Australia,49622979177,0
Obesity Australia,75150799929,26/09/2023,The Shape Agency,67618969332,0
Ocean Modules Sweden AB,,11/02/2020,Seismic Asia Pacific Pty Ltd,31083755104,0
Ocean Pacific Group Pty Ltd,20609347935,13/12/2024,Spinks Advisory Pty Ltd,50680125848,0
Ocean Winds,,13/07/2023,Spring Street Advisory Pty Ltd,92603411650,0
OFFICEWORKS LTD,36 004 763 526,08/10/2024,Horizon GR Pty Ltd,72 652 169 170,0
Offshore Gippsland 12,,13/02/2025,Collective Position Group Pty Ltd,18169904232,0
Offsite,53 685 907 680,17/07/2025,CGM Communications Pty Ltd,66619642858,0
OGL Group Pty Ltd,76145200237,16/08/2019,Public Affairs and Campaigns Australia Pty Ltd,62632061226,0
Ohana for Youth,97 871 986 477,19/02/2025,Jutsum Advisory Pty Ltd ATF Jutsum Family Trust,68973583422,0
OHO PTY LTD,14 660 176 143,03/07/2025,Hawker Britton Group Pty Ltd,79109681405,0
Older Persons Advocacy Network Ltd (OPAN),81618261859,04/11/2020,H/Advisors APA Pty Ltd,60074901545,0
Olivia Newton John Cancer and Wellness Research Centre,,08/07/2018,Media and Public Affairs Australia,49622979177,0
OMAZE AUSTRALIA PTY LTD,72 672 745 238,08/11/2024,Sodali & Co Pty Ltd,90 122 943 131,0
Omega Oil and Gas,45 644 588 787,16/04/2025,PolicyWonks,50463070316,1
OMERS Administration Corporation,,18/01/2022,S A McSweeney & Associates Pty Limited,78633657020,0
OmniGrip,22614493426,15/05/2024,EH Advisory,62 669 756 763,0
OmniSpace,,26/06/2012,Comsult(Aust) Pty Ltd,26098280892,0
Oncall Language Services Pty Ltd,50 151 001 777,10/05/2024,John Fetter Group Pty Ltd,72688652639,0
Oncobeta Therapeautics Pty Ltd,39624903180,28/01/2025,"PORTOLESI, GRAZIELLA",61314646073,0
One Gippsland,,03/07/2018,Collective Position Group Pty Ltd,18169904232,0
One in 5000 Foundation Inc,18393396753,18/09/2017,Gregory Robert Male,,0
Online Hate Prevention Institute (OHPI),65 155 287 657,12/04/2023,First Tier Media Pty Ltd,92268817994,0
Only About Children,94 107 666 624,15/05/2025,Delta Advisory Pty Limited,70 667 068 760,0
OOH!MEDIA OPERATIONS PTY LIMITED,,18/10/2018,The Trustee for CHIKAROVSKI FAMILY TRUST,92715851492,0
OpenAI,,24/07/2024,Bourke Street Advisory,54 075 139 609,0
Optiver Pty Ltd,23135181136,24/01/2022,TSB Advisory Pty Ltd,90604408826,0
Optometry Australia,17004622431,21/04/2020,National Advisory Pty Ltd,29634573363,0
Optus,,17/01/2023,TG Public Affairs Pty Ltd,23630677673,0
Oral Health Care Training and Education,96 648 425 085,03/02/2023,Hawkshaw Pty Ltd,96648425085,0
Oral Tech Al Pty Ltd,85 638 265 648,01/07/2024,Hawkshaw Pty Ltd,96648425085,0
Oran Safety Glass,,20/02/2020,Intercorp Pty Ltd,88327768518,0
Orange Credit Union Ltd,34 087 650 477,14/04/2025,Sapphire Executive Business Services,17 661 600 504,0
Orange Sky Australia Limited,85890622990,11/03/2025,JP STRATEGIC ADVISORY PTY LTD,58674312077,0
Organon Pharma Pty Ltd,54 637 107 512,03/06/2025,SEC Newgate Pty Limited,38162366056,0
Orica,24 004 145 868,22/11/2022,DPG Advisory Solutions,14634403115,0
Orion Resource Partners,,21/10/2024,Rainmaker Strategic Planning  Pty Ltd,39632234916,0
Orion Resource Partners,,04/11/2024,Crisis&Comms Co Pty Ltd,56637786899,0
Orion Sovereign Group Pty Ltd,22 650 779 007,22/03/2023,Burbank Martial Pty Ltd,84 652 807 504,0
Orion Sovereign Group Pty Ltd (operating as OSG Australia),22 650 779 007,13/09/2022,BB Win Win Outcomes,91671079056,0
Orora Limited,55 004 275 165,17/10/2023,TG Public Affairs Pty Ltd,23630677673,0
Orpharma Pty Ltd,,16/09/2015,Kirchmann Management Consultants Pty Ltd,34837287161,0
Orthocell Ltd,57118897135,13/04/2023,Wurley Group Pty Ltd,13100392827,0
Oryx Communities Australia Pty Ltd,79614173705,11/07/2025,Purple Communications Australia Pty Ltd,37108802366,0
OSG,,05/08/2024,Leonis Advisory,26381028834,0
OURANOS SYSTEMS PTY LTD,18 638 053 004,18/07/2023,Heimdall Consulting Pty Ltd,79493575818,0
OurFutures Institute,24 664 585 040,19/06/2025,Bourke Street Advisory,54 075 139 609,0
Outer Melbourne Councils,,06/01/2025,The Agenda Group Pty Ltd,92118248892,0
Outside School Hours Council of Australia Ltd,,21/10/2020,GRACosway Pty Ltd,50082123822,0
Ovarian Cancer Australia Limited,,04/02/2015,GRACosway Pty Ltd,50082123822,0
OVARIAN CANCER RESEARCH FOUNDATION LIMITED,37130949834,19/06/2025,Hawker Britton Group Pty Ltd,79109681405,0
OX2 HOLDINGS AUSTRALIA PTY LTD,47 666 878 771,02/10/2024,TG Public Affairs Pty Ltd,23630677673,0
OYO Corporation,,08/02/2022,Seismic Asia Pacific Pty Ltd,31083755104,0
OzHarvest Limited,33 107 782 196,20/02/2024,EJF Advisory Pty Ltd,91 659 678 047,0
P.V AATHREYA & Others,70843523318,11/09/2024,Premier State Consulting Pty Ltd,26149964189,0
P.V AATHREYA & Others,70843523318,11/09/2024,PremierNational Pty Ltd,71619450841,0
PACGOLD LIMITED,30 636 421 782,19/06/2025,Counsel House Pty Ltd,35631919009,0
Pacific Blue Australia,31 057 279 508,14/02/2025,Purple Communications Australia Pty Ltd,37108802366,0
Pacific Green Technologies,53 646 981 062,03/04/2024,Anacta Strategies Pty Ltd,64633978677,0
Pacific Hydro Developments Pty Ltd,56 161 024 755,29/05/2024,Rainmaker Strategic Planning  Pty Ltd,39632234916,0
Pacific Markets Consulting Pty Ltd,62 147 265 334,13/02/2023,FCC Partnership Pty Ltd,97104680588,0
Pacific National Executive Services Pty Ltd,81 126 912 981,21/10/2022,The Agenda Group Pty Ltd,92118248892,0
Pacific Planning Pty Ltd,88 610 562 760,16/04/2024,DPG Advisory Solutions,14634403115,0
Pact Group,55145989644,13/05/2025,Harford Consulting Pty Ltd,24666808117,0
PACT GROUP HOLDINGS (AUSTRALIA) PTY LTD,15 107 959 900,20/06/2022,Hawker Britton Group Pty Ltd,79109681405,0
PAG investment firm,,06/11/2023,DPG Advisory Solutions,14634403115,0
Painaustralia,,27/03/2019,OGILVY HEALTH PTY LTD,62 114 807 877,0
Painaustralia Limited,69 147 676 926,26/09/2023,London Agency Pty Ltd,73145352147,0
Paintback,,07/08/2024,Axiom Public Policy,68 666 723 691,0
Paintback Limited,55 610 171 312,11/07/2023,John Fetter Group Pty Ltd,72688652639,0
PAL Aerospace,,22/04/2022,CMAX Advisory PTY LTD as a Trustee for CMAX Trading Trust,62155922079,0
Paladin Energy Ltd,47061681098,04/02/2025,Clarity Corporate Communications Pty Ltd,80086277787,1
Palladium International,23 010 020 201,26/08/2024,Banksia Strategic Partners Pty Ltd,50660359866,0
Pallion Group Pty Limited,71602662322,29/07/2019,Fowlstone Communications Pty Ltd,74085739046,0
Palo Alto Networks (Australia) Pty Ltd,43 160 218 379,12/06/2025,Counsel House Pty Ltd,35631919009,0
Pancare Foundation,89797016686,05/07/2022,Bossy Group Pty Ltd,24166898488,0
"PanKind, The Australian Pancreatic Cancer Foundation",22 145 513 060,29/11/2021,Rapport Public Affairs,49932898613,0
Pano AI Pty Ltd,29 663 824 968,17/07/2025,CGM Communications Pty Ltd,66619642858,0
Paragon Care Group Australia Pty Ltd,49 626 006 871,23/08/2023,London Agency Pty Ltd,73145352147,0
Pared Ltd,40002343615,07/02/2024,Alistair Nicholas Consulting Pty Ltd,81 655 939 852,0
Parkes Energy Recovery Pty Ltd,51 682 255 732,25/03/2025,PYNE AND PARTNERS PTY LTD,81634747363,1
Parkinson's Research Foundation,82676285804,13/02/2025,Lighthouse Communications Group,84113421159,0
Parkwind NV,,17/07/2024,Anacta Strategies Pty Ltd,64633978677,0
Parsons Corporation,,04/02/2025,Arican Pty Limited,12 633 279 786,0
Pathology Australia Limited,41052527634,18/11/2024,AMW ADVISORY PTY LTD,74688326418,0
Pathology Awareness Australia Ltd,,15/07/2013,London Agency Pty Ltd,73145352147,0
Pathology Technology Australia,31 137 771 638,20/10/2020,London Agency Pty Ltd,73145352147,0
Patient Zero,98 611 165 498,05/02/2025,BB Win Win Outcomes,91671079056,0
PayPal Australia Pty Limited,93 111 195 389,08/11/2024,TG Public Affairs Pty Ltd,23630677673,0
PBT Group Australia,,05/07/2023,Forsius Technology Consulting,70543558011,0
PEABODY ENERGY AUSTRALIA COAL PTY LIMITED,61001401663,07/03/2025,SAS Consulting Group Pty Ltd,33136520548,1
Peak Iron Mines,85633258590,08/07/2025,Cornerstone Group Australia Pty Ltd,99153936719,0
Pearson Australia Group Pty Ltd,40 004 245 943,23/08/2022,Banksia Strategic Partners Pty Ltd,50660359866,0
Peet Limited,56 008 665 834,23/08/2024,Barton Deakin Pty Ltd,65140067287,0
Pelican Point Pty Ltd,,12/08/2024,Antinomies Trust,35441514971,0
Pelligra Build Pty Ltd,25 797 702 987,27/09/2022,The Canberra Institute,59954528757,0
Pelligra Pty Ltd,25 797 702 987,26/02/2021,PYNE AND PARTNERS PTY LTD,81634747363,0
Peninsula Community Housing Inc.,68 481 911 300,28/01/2025,Strategic Policy Advice Victoria Pty Ltd,79631133474,0
Penske Power Systems,,11/08/2020,TG Public Affairs Pty Ltd,23630677673,1
PentenAmio,37168681212,23/06/2025,CMAX Advisory PTY LTD as a Trustee for CMAX Trading Trust,62155922079,0
PeopleIN,39 615 173 076,10/07/2024,CMAX Advisory PTY LTD as a Trustee for CMAX Trading Trust,62155922079,0
PeopleIN Limited,39 615 173 076,10/02/2025,Making The World A Better Place Pty Ltd,13075789196,0
PEP Services Pty Limited,19165732347,26/08/2019,GRACosway Pty Ltd,50082123822,0
PepsiCo Australia & New Zealand,31057976940,26/03/2020,GRACosway Pty Ltd,50082123822,0
Perfection Fresh,75 127 389 682,21/05/2025,TG Public Affairs Pty Ltd,23630677673,0
Peri Urban Councils Victoria,,02/02/2023,Collective Position Group Pty Ltd,18169904232,0
PERRON INSTITUTE FOR NEUROLOGICAL AND TRANSLATIONAL SCIENCE LIMITED,99 070 870 398,10/07/2025,One Degree Advisory Pty Ltd,53153921058,0
Persephone Company Pty Limited (Receivers and Managers Appointed),,02/05/2025,Premier State Consulting Pty Ltd,26149964189,0
Persephone Company Pty Limited (Receivers and Managers Appointed),,02/05/2025,PremierNational Pty Ltd,71619450841,0
PersolKelly Australia Pty Ltd,40 124 764 245,14/03/2025,GRA Partners Pty Ltd,56131702755,0
Pew Charitable Trusts,,13/02/2024,Jannette Cotterell,51364113263,0
PEXA,92 140 677 792,22/07/2022,Iemma Patterson Premier Advisory,53830148273,0
PEXA,92 140 677 792,16/06/2025,TG Public Affairs Pty Ltd,23630677673,0
PGMBM Law Ltd,,19/04/2023,Anacta Strategies Pty Ltd,64633978677,0
PGMBM Ltd,,19/04/2023,Anacta Strategies Pty Ltd,64633978677,0
Pharmaceutical Society of Australia,49 008 532 072,08/05/2023,The Trustee for Arthur Trust,63272133108,0
Pharmacor Pty Ltd,58 121 020 835,01/02/2021,Kirchmann Management Consultants Pty Ltd,34837287161,0
Pharmacy Guild of Australia,84 519 669 143,26/10/2023,Anacta Strategies Pty Ltd,64633978677,0
Pharming Australia Pty Ltd,39674758340,01/07/2025,Astute Advocacy Pty Ltd,12679441644,0
Pharming Australia Pty Ltd,39 674 758 340,11/07/2025,Shawview Consulting Australia Pty Ltd,90 637 759 874,0
Phebra,,01/03/2010,The Premier Communications Group Pty Ltd.,73137508555,0
Phebra Pty Ltd,99 059 357 890,07/10/2022,Kirchmann Management Consultants Pty Ltd,34837287161,0
Pherro Pharma Pty Ltd,96673730231,20/02/2024,The Premier Communications Group Pty Ltd.,73137508555,0
Phoenix Australia,47720569707,20/01/2023,Red Mitten,83259412882,0
Phosphate International Pty Ltd,11 161 314 549,01/07/2024,Milner Strategic Services,24957388494,0
Photonis Techonologies SAS,,03/06/2020,Pynfall Pty Ltd,39008566943,0
PILATUS,51083791708,01/03/2010,CHRIS SCHACHT,19927269400,0
Pilbara Minerals Limited,95 112 425 788,02/02/2024,Corporate Affairs Australia Pty Ltd,87 629 216 262,0
Pilot Energy Limited,86115229984,31/01/2022,Purple Communications Australia Pty Ltd,37108802366,1
Ping DSP Inc,,08/02/2022,Seismic Asia Pacific Pty Ltd,31083755104,0
Pinterest Australia Pty Limited,86 618 545 323,01/11/2024,GRACosway Pty Ltd,50082123822,0
Piper Alderman,42843327183,01/02/2022,Graham Short Consulting,38012868875,0
Pitcher Partners Melbourne,27 975 255 196,21/05/2025,Purple Communications Australia Pty Ltd,37108802366,0
Pivotel Group Pty Ltd,,27/06/2012,Australian Spectrum Consultants Pty Ltd,45079232116,0
Pivotel Mobile Pty Ltd,43 116 239 813,16/08/2022,Tel-Consult Pty Ltd,56 617 495 066,0
Pivotel Satellite Pty Ltd,81 099 917 398,02/02/2024,Spectrum Solutions Australia,47665184154,0
Plan Partners,54 609 868 993,17/02/2023,Milner Strategic Services,24957388494,0
